,date,text
273,2023-08-07,Supreme Court sets up committee of ex-judges to monitor probe in #ManipurViolence
274,2023-08-07,"Tata Chemicals reports #Q1 earnings. 

▶️Net profit down 11.8% at ₹523 cr vs ₹593 cr (YoY)
▶️Revenue up 5.6% at ₹4,218 cr vs ₹3,995 cr (YoY)
▶️EBITDA up 2.8% at ₹1,043 cr vs ₹1,015 cr (YoY)
▶️EBITDA margin at 24.7% vs 25.4% (YoY)"
275,2023-08-07,"Torrent Pharma reports #Q1 earnings. 

▶️Net profit up 6.8% at ₹378 cr vs ₹354 cr (YoY)
▶️Revenue up 10.4% at ₹2,591 cr vs ₹2,347 cr (YoY)
▶️EBITDA up 11.1% at ₹791 cr vs ₹712 cr (YoY)
▶️EBITDA margin at 30.5% vs 30.3% (YoY)"
276,2023-08-07,"Sobha reports #Q1 earnings. 

▶️Net profit at ₹12.1 cr vs ₹4.5 cr (YoY)
▶️Revenue up 60.8% at ₹907.9 cr vs ₹564.6 cr (YoY)
▶️EBITDA down 10.3% at ₹65.3 cr vs ₹72.8 cr (YoY)
▶️Margin at 7.2% vs 12.9% (YoY)"
277,2023-08-07,#SEBI cancels the registration of MMTC as a stock broker for its involvement in illegal ‘paired contract’ in case pertaining to defunct National Spot Exchange
278,2023-08-07,"Monte Carlo Fashions reports #Q1 earnings. 

▶️Net loss of ₹11.6 cr vs loss of 3.9 cr (YoY)
▶️Revenue up 22.9% at ₹138.8 cr vs ₹112.9 cr (YoY)"
279,2023-08-07,"Olectra Greentech reports #Q1 earnings.

▶️Net profit up 8.4% at ₹18.1 cr vs ₹16.7 cr (YoY)
▶️Revenue down 23.2% at ₹216 cr vs ₹281.1 cr (YoY)
▶️EBITDA up 16.3% at ₹42 cr vs ₹36.2 cr (YoY)
▶️EBITDA margin at 19.5% vs 12.9% (YoY)"
280,2023-08-07,GodrejConsumer board approves capex of ₹900 cr for setting up new manufacturing site at Tamil Nadu & Madhya Pradesh
281,2023-08-07,"| PB Fintech reports #Q1 earnings

- Revenue up 31.9% at Rs 666 cr vs Rs 505 cr (YoY)

- Adjusted EBITDA (Non-GAAP) at Rs 23 cr vs loss of Rs 66 cr (YoY)

- EBITDA margin at 3% (YoY)"
282,2023-08-07,SEBI to review eligibility criteria for introduction and continuation of stocks in F&O segment
283,2023-08-07,#CreditSuisse to cut 80% of Hong Kong investment bank jobs from this week
284,2023-08-07,"BEML Limited gets the Letter of Acceptance from Bangalore Metro Rail Corporation (#BMRC) for the supply of rolling stock contract 5RS-DM worth approx. Rs. 3,177 crores"
285,2023-08-07,"#Promoter offloads 2.8% stake in #AdaniGreen for Rs 4,131 crore"
286,2023-08-08,"Genus Power Infrastructures wins order worth Rs 2,209.84 cr"
287,2023-08-08,TCS partners with Indian Government for Government e-Marketplace (#GeM) platform
288,2023-08-08,"M&M July vehicle production up 26.7% at 69,877 units vs 55,139 units (YoY)"
289,2023-08-08,"Chambal Fert reports #Q1 earnings

▶️Net profit down 0.9%  at ₹338.6 cr vs ₹341.8 cr (YoY)

▶️Revenue down 23.3%  at ₹5,589.3 cr vs ₹7,291.2 cr (YoY)

▶️EBITDA up 6.7%  at ₹633.3 cr vs ₹593.4 cr (YoY)

▶️EBITDA margin at 11.3% vs 8.1% (YoY)"
290,2023-08-08,"Hester Biosciences reports #Q1 earnings. 

▶️Net profit up 47.5%  at ₹5.9 cr vs ₹4 cr (YoY)
▶️Revenue up 73.4%  at ₹87.9 cr vs ₹50.7 cr (YoY)
▶️EBITDA up 94.6%  at ₹14.4 cr vs ₹7.4 cr (YoY)
▶️Margin at 16.4% vs 14.6% (YoY)"
291,2023-08-08,"Jain Irrigation reports #Q1 earnings. 

▶️Net profit at ₹35.4 cr vs loss of ₹9.6 cr (YoY)
▶️Revenue up 20.1%  at ₹1,701 cr vs ₹1,416.2 cr (YoY)
▶️EBITDA up 14.8%  at ₹218.5 cr vs ₹190.4 cr (YoY)
▶️Margin at 12.8% vs 13.4% (YoY)"
292,2023-08-08,"GAIL | Pune Commissioner (Appeals) drops entire customs duty demand of ₹934 cr

Alert: Customs Authority, Pune had demanded ₹934 cr from GAIL for September 2017-March 2022

It will result in reduction of contingent liability by an amount of ₹934 cr, say co"
293,2023-08-08,"J Kumar Infra reports #Q1 earnings. 

▶️Net profit up 18% at ₹73 cr vs ₹62 cr (YoY)
▶️Revenue up 14% at ₹1,131 cr vs ₹994 cr (YoY)
▶️EBITDA up 15% at ₹161 cr vs ₹140 cr (YoY)
▶️Margin at 14.2% vs 14% (YoY)"
294,2023-08-08,Dilip Buildcon is lowest bidder for a project in Goa worth ₹270 cr
295,2023-08-08,"#Subros reports #Q1 earnings

▶️Net profit up 16.2%  at ₹13.6 cr vs ₹11.7 cr (YoY)

▶️Revenue down 2.2%  at ₹693.3 cr vs ₹708.5 cr (YoY)

▶️EBITDA up 9%  at ₹47.2 cr vs ₹43.3 cr (YoY)

▶️EBITDA margin at 6.8% vs 6.1% (YoY)"
296,2023-08-08,"Windlas Bio reports #Q1 earnings

▶️Net profit up 22.4% at ₹12 cr vs ₹9.8 cr (YoY)

▶️Revenue up 20.7% at ₹144.7 cr vs ₹119.9 cr (YoY)

▶️EBITDA up 26.5% at ₹17.2 cr vs ₹13.6 cr (YoY)

▶️EBITDA margin at 12% vs 11.3% (YoY)"
297,2023-08-08,"Borosil Renewables reports #Q1 earnings

▶️Net loss at ₹8.3 cr vs profit of ₹30.1 cr (YoY)

▶️Revenue at ₹354.5 cr vs ₹170 cr (YoY)

▶️EBITDA down 45.2% at ₹26.4 cr vs ₹48.2 cr (YoY)

▶️EBITDA margin at 7.5% vs 28.4% (YoY)"
298,2023-08-08,"Navkar Corporation reports #Q1 earnings

⭕️ Net profit down 84.4% at ₹3.7 cr vs ₹23.7 cr (YoY)

⭕️ Revenue down 18.4% at ₹105.5 cr vs ₹129.3 cr (YoY)

⭕️ EBITDA down 43.2% at ₹15.8 cr vs ₹27.8 cr (YoY)

⭕️ Margin at 15% vs 21.5% (YoY)"
299,2023-08-08,"#Infibeam reports #Q1 earnings

- Net profit up 9.7% at ₹26 cr vs ₹23.7 cr (YoY)

- Revenue up 77.5% at ₹742.4 cr vs ₹418.3 cr (YoY)

- EBITDA up 15.1% at ₹48.9 cr vs ₹42.5 cr (YoY)

- Margin At 6.6% Vs 10.2% (YoY)"
300,2023-08-08,"#AdaniPorts reports #Q1 earnings
 
▶️Net profit up 82.6%  at ₹2,114.7 cr vs ₹1,158.3 cr (YoY)

▶️Revenue up 23.5% at ₹6,247.6 cr vs ₹5,058.1 cr (YoY)

▶️EBITDA up 80.2%  at ₹3,766 cr vs ₹2,089.3 cr (YoY)

▶️EBITDA margin at 60.3% vs 41.3% (YoY)"
301,2023-08-08,"SMS Pharma reports #Q1 earnings

- Net profit at ₹8.8 cr vs loss of ₹10.2 cr (YoY)

- Revenue at ₹135.3 cr vs ₹64.4 cr (YoY)

- EBITDA at ₹26.1 cr vs EBITDA loss of ₹0.9 cr (YoY)

- Margin at 19.3%"
302,2023-08-08,"TataPower signs MoU with Maharashtra Government for development of 2,800 MW pumped hydro storage projects"
303,2023-08-08,"IRCON reports #Q1 earnings. 

▶️Net profit up 29.6% at ₹187.4 cr vs ₹144.6 cr (YoY)
▶️Revenue up 35.7% at ₹2,712.2 cr vs ₹2,001.9 cr (YoY)
▶️EBITDA up 31.2%  at ₹208.8 cr vs ₹159.1 cr (YoY)
▶️Margin at 7.8% vs 8% (YoY)"
304,2023-08-08,"Infibeam plans to foray into artificial intelligence space, to build India’s first AI hub at GIFT City"
305,2023-08-08,"Oil India reports #Q1 earnings. 

▶️Net profit down 10% at ₹1,613.4 cr vs ₹1,788.3 cr (QoQ)
▶️Revenue down 16% at ₹4,531.2 cr vs ₹5,394.4 cr (QoQ)
▶️EBITDA down 0.8% at ₹2,329.1 cr vs ₹2,347.9 cr (QoQ)
▶️Margin at 51.4% vs 43.5% (QoQ)"
306,2023-08-08,"Suven Pharma reports #Q1 earnings. 

▶️Net profit up 12.2% at ₹120.6 cr vs ₹107.5 cr (YoY)
▶️Revenue up 2.6% at ₹347.6 cr vs ₹338.8 cr (YoY)
▶️EBITDA up 10.7% at ₹167 cr vs ₹150.9 cr (YoY)
▶️Margin at 48.1% vs 44.5% (YoY)"
307,2023-08-08,"Religare Ent reports #Q1 earnings. 

▶️Net profit at ₹92.5 cr vs loss of ₹76.2 cr (YoY)
▶️Revenue up 35.1% at ₹1,284.6 cr vs ₹950.5 cr (YoY)
▶️EBITDA at ₹138 cr vs ₹27.7 cr (YoY)
▶️Margin at 10.7% vs 2.9% (YoY)"
308,2023-08-08,"Jet Airways reports #Q1 earnings. 

▶️Net loss at ₹50.7 cr vs ₹390.1 cr (YoY)
▶️Revenue at ₹37.6 cr vs ₹12.5 cr (YoY)"
309,2023-08-08,"Birla Corp reports #Q1 earnings. 

▶️Net profit down 3.6% at ₹59.7 cr vs ₹61.9 cr (YoY)
▶️Revenue up 9.3% at ₹2,408.5 cr vs ₹2,203.8 cr (YoY)
▶️EBITDA up 14.8% at ₹297.7 cr vs ₹259.4 cr (YoY)
▶️Margin at 12.4% vs 11.8% (YoY)"
310,2023-08-08,"#MarketAtClose | Benchmark indices underperform broader markets

#Sensex & #Nifty close with minor cuts while #Midcap & Nifty Bank end higher

Sensex falls 84 points to 65,847 & Nifty 26 points to 19,571

Nifty Bank rises 127 points to 44,965 & Midcap Index 88 points to 37,913"
311,2023-08-08,"#MarketAtClose | Adani Ports fails to hold gains seen post earnings, closes 3% off highs

Hindalco closes the session with a cut of 2%, earnings beat estimates

Coal India, Siemens & NMDC close in the red ahead of quarterly earnings

Gland Pharma surges 20% on strong quarterly results"
312,2023-08-09,Indian gaming site #MPL to lay off 350 employees after 28% #GST on real-money gaming
313,2023-08-09,"Dish TV reports #Q1 earnings. 

▶️Net profit up 14.5% at ₹20.5 cr vs ₹17.9 cr (YoY)
▶️Revenue down 17.8% at ₹500.2 cr vs ₹608.6 cr (YoY)"
314,2023-08-09,"Aarti Industries reports #Q1 earnings. 

▶️Net profit down 48.5% at ₹70 cr vs ₹136 cr (YoY)
▶️Revenue down 12.2% at ₹1,414 cr vs ₹1,610 (YoY)
▶️EBITDA down 28.7% at ₹201 cr vs ₹282 cr (YoY)
▶️Margin at 14.2% vs 17.5% (YoY)"
315,2023-08-09,"Prestige Estates Projects reports #Q1 earnings. 

▶️Net profit up 30.2% at ₹267 cr vs ₹205 cr (YoY)
▶️Revenue down 13.3% at ₹1,680.9 cr vs ₹1,938.5 cr (YoY)
▶️EBITDA up 14.1% at ₹526.7 cr vs ₹461.7 cr (YoY)
▶️EBITDA margin at 31.3% vs 23.8% (YoY)"
316,2023-08-09,"Birla Corp reports #Q1 earnings. 

▶️Net profit down 3.6% at ₹59.7 cr vs ₹61.9 cr (YoY)
▶️Revenue up 9.3% at ₹2,408.5 cr vs ₹2,203.8 cr (YoY)
▶️EBITDA up 14.8% at ₹297.7 cr vs ₹259.4 cr (YoY)
▶️Margin at 12.4% vs 11.8% (YoY)"
317,2023-08-09,"Jet Airways reports #Q1 earnings. 

▶️Net loss at ₹50.7 cr vs ₹390.1 cr (YoY)
▶️Revenue at ₹37.6 cr vs ₹12.5 cr (YoY)"
318,2023-08-09,ideaForge bags Rs 88.1 cr order to supply surveillance quadcopters with accessories to one of the forces under the Ministry of Defence
319,2023-08-09,Delhivery bags contract from Havells India for supply chain solutions in the western region
320,2023-08-09,"SEBI approves Ipca’s open offer to acquire 26% stake in co, says Unichem Lab"
321,2023-08-09,"Dixon Tech in focus

Laptop, tablet manufacturers like HP, Apple & Dell seek an extension of 9-12 months to the implementation of import curb order"
322,2023-08-09,"Uno Minda reports #Q1 earnings.
 
▶️Net profit up 24.4% at ₹172.8 cr vs ₹138.8 cr (YoY)
▶️Revenue up 21% at ₹3,092.7 cr vs ₹2,555.2 cr (YoY)
▶️EBITDA up 24.1% at ₹330.1 cr vs ₹265.9 cr (YoY)
▶️Margin at 10.7% vs 10.4% (YoY)"
323,2023-08-09,"Kalyan Jewellers reports #Q1 earnings  

▶️Net profit up 33.3% at  ₹144 cr vs ₹108 cr (YoY)

▶️Revenue up 31.3% at  ₹4,375.7 cr vs ₹3,332.6 cr (YoY)

▶️EBITDA up 22.2% at  ₹322.8 cr vs ₹264.2 cr (YoY)

▶️EBITDA margin at 7.4% vs 7.9% (YoY)"
324,2023-08-09,"Andhra Sugar reports #Q1 earnings

⚫️Net profit down 72.1% at  ₹21 cr vs ₹75.3 cr (YoY)

⚫️Revenue down 24.7% at  ₹499.1 cr vs ₹663.1 cr (YoY)

⚫️EBITDA down 55.1% at  ₹47.5 cr vs ₹105.9 cr (YoY)

⚫️EBITDA margin at 9.5% vs 16% (YoY)"
325,2023-08-09,"Taj GVK reports #Q1 earnings.

▶️Net profit down 17.5% at  ₹13.2 cr vs ₹16 cr (YoY)
▶️Revenue up 7.1% at  ₹91.6 cr vs ₹85.5 cr (YoY)
▶️EBITDA down 11.4% at  ₹26.2 cr vs ₹29.5 cr (YoY)
▶️Margin at 28.6% vs 34.6% (YoY)"
326,2023-08-09,"Bharat Forge reports #Q1 earnings

▶️Standalone net profit up 27.8% at ₹311.5 cr vs ₹243.7 cr (YoY)

▶️Standalone revenue up 20.9% at ₹2,127.3 cr vs ₹1,759.4 cr (YoY)

▶️Standalone EBITDA up 26.1% at  ₹548.7 cr vs ₹435.1 cr (YoY)

▶️Standalone EBITDA margin  at 25.8% vs 24.7% (YoY)"
327,2023-08-09,Gensol Engg bags Rs 115 cr order to provide 300 electric vehicles with fleet management service on an operating lease for 5 years to OREDA
328,2023-08-09,"#GujaratPipavav reports #Q1 earnings

- Net profit up 14.3% at ₹67.8 cr vs ₹59.3 cr (YoY)

- Revenue up 4.1% at ₹214.9 cr vs ₹206.5 cr (YoY)

- EBITDA down 5.3% at ₹105.7 cr vs ₹111.6 cr (YoY)

- Margin at 49.2% vs 54% (YoY)"
329,2023-08-09,"TD Power reports #Q1 earnings

- Net profit up 24.2% at ₹26.7 cr vs ₹21.5 cr (YoY)

- Revenue up 7.7% at ₹220.3 cr vs ₹204.5 cr (YoY)

- EBITDA up 40% at ₹38.7 cr vs ₹27.6 cr (YoY)

- Margin at 17.6% vs 13.5% (YoY)"
330,2023-08-09,"Sandhar Tech reports #Q1 earnings

▶️Net profit up 68.5% at ₹21.4 cr vs ₹12.7 cr (YoY)

▶️Revenue up 22.8% at ₹828.9 cr vs ₹675.1 cr (YoY)

▶️EBITDA up 33.6% at ₹72.8 cr vs ₹54.5 cr (YoY)

▶️EBITDA margin at 8.8% vs 8% (YoY)"
331,2023-08-09,"BL Kashyap reports #Q1 earnings

▶️Net profit down 14.5% at  ₹10 cr vs ₹11.7 cr (YoY)

▶️Revenue down 12.4% at  ₹252.7 cr vs ₹288.6 cr (YoY)

▶️EBITDA down 23.4% at  ₹24.5 cr vs ₹32 cr (YoY)

▶️EBITDA margin at 9.7% vs 11.1% (YoY)"
332,2023-08-09,"V-Guard reports #Q1 earnings

▶️Net profit up 20.2% at  ₹64.2 cr vs ₹53.4 cr (YoY)

▶️Revenue up 19.3% at  ₹1,214.8 cr vs ₹1,018.3 cr (YoY)

▶️EBITDA up 27.9% at  ₹104.9 cr vs ₹82 cr (YoY)

▶️EBITDA margin at 8.6% vs 8.1% (YoY)"
333,2023-08-09,"Bajaj Cons reports #Q1 earnings

▶️Net profit up 36.3% at  ₹46.2 cr vs ₹33.9 cr (YoY)

▶️Revenue up 8.3% at  ₹270.2 cr vs ₹249.4 cr (YoY)

▶️EBITDA up 31.6% at  ₹47.9 cr vs ₹36.14 cr (YoY)

▶️EBITDA margin at 17.7% vs 14.6% (YoY)"
334,2023-08-09,"Vadilal Industries reports #Q1 earnings

▶️Net profit down 32.7% at  ₹10.5 cr vs ₹15.6 cr (YoY)

▶️Revenue up 4.5% at  ₹434.7 cr vs ₹415.8 cr (YoY)

▶️EBITDA down 28.4% at  ₹16.4 cr vs ₹22.9 cr (YoY)

▶️EBITDA margin at 3.8% vs 5.5% (YoY)"
335,2023-08-09,"Shankara Building Products reports #Q1 earnings

- Net profit up 44.2% at ₹17. 3cr vs ₹12 cr (YoY)

- Revenue up 36% at ₹1,132.1 cr vs ₹832.5 cr (YoY)

- EBITDA up 30.8% at ₹34 cr vs ₹26 cr (YoY)

- Margin at 3% vs 3.1% (YoY)"
336,2023-08-09,"#Trent reports #Q1 earnings

- Net profit up 46% at ₹166.7 cr vs ₹114.9 cr (YoY)

- Revenue up 45.8% at ₹2,628.4 cr vs ₹1,803.2 cr (YoY)

- EBITDA up 26% at ₹367.4 cr vs ₹291.6 cr (YoY)

- Margin at 14% vs 16.2% (YoY)"
337,2023-08-09,"Vijaya Diagnostic reports #Q1 earnings. 

▶️Net profit up 49.7% at ₹26.2 cr vs ₹17.5 cr (YoY)
▶️Revenue up 15.9% at ₹121 cr vs ₹104.4 cr (YoY)
▶️EBITDA up 20.3% at ₹48.1 cr vs ₹40 cr (YoY)
▶️Margin at 39.8% vs 38.3% (YoY)"
338,2023-08-09,"#SJVN reports #Q1 earnings

▶️Net profit down 55.4% at  ₹271.8 cr vs ₹609.2 cr (YoY)

▶️Revenue down 32.8% at  ₹674.8 cr vs ₹1,004.1 cr (YoY)

▶️EBITDA down 39.3% at  ₹502.7 cr vs ₹828.1 cr (YoY)

▶️EBITDA margin at 74.5% vs 82.5% (YoY)"
339,2023-08-09,"#RattanIndia #Q1 

▶️Net profit at ₹178.8 cr vs loss of ₹216 cr (YoY)

▶️Revenue up 83.8% ₹1,267.6 cr vs ₹689.5 cr (YoY)

▶️EBITDA at ₹1.5 cr vs EBITDA loss of ₹208.1 cr (YoY)

▶️EBITDA margin at 0.1%

▶️Other income at ₹205 cr vs ₹2.8 cr (YoY)"
340,2023-08-09,"Natco Pharma reports #Q1 earnings

▶️Net profit up 31.2% at ₹420.3 cr vs ₹320.4 cr (YoY)

▶️Revenue up 28.9% at ₹1,140.5 cr vs ₹884.6 cr (YoY)

▶️EBITDA up 33.6% at ₹538 cr vs ₹395.3 cr (YoY)

▶️EBITDA margin at 46.3% vs 44.7% (YoY)"
341,2023-08-09,"Berger Paints reports #Q1 earnings. 

▶️Profit up 39.9% at ₹354.4 cr vs ₹253.4 cr (YoY)
▶️Revenue up 9.8% at ₹3,029.5 cr vs ₹2,759.7 cr (YoY)
▶️EBITDA up 37.5% at ₹556.7 cr vs ₹404.9 cr (YoY)
▶️Margin at 18.4% vs 14.7% (YoY)"
342,2023-08-09,Berger Paints board approves 1 bonus share for 5 held
343,2023-08-09,"Granules India reports #Q1 earnings. 

▶️Net profit down 62.4% at ₹47.9 cr vs ₹127.5 cr (YoY)
▶️Revenue down 3.3% at ₹985.5 cr vs ₹1,019.5 cr (YoY)
▶️EBITDA down 35.3% at ₹136.8 cr vs ₹211.4 cr (YoY)
▶️Margin at 13.9% vs 20.7% (YoY)"
344,2023-08-09,"JB Chemicals reports #Q1 earnings. 

▶️Net profit up 35% at ₹142 cr vs ₹105 cr (YoY)
▶️Revenue up 14% at ₹896 cr vs ₹785 cr (YoY)
▶️EBITDA up 28% at ₹243 cr vs ₹190 cr (YoY)
▶️Margin at 27.1% vs 24.2% (YoY)"
345,2023-08-09,"Visaka Industries reports #Q1 earnings. 

▶️Net profit down 69.1% at ₹11.9 cr vs ₹38.5 cr (YoY)
▶️Revenue down 6.6% at ₹448 cr vs ₹479.7 cr (YoY)
▶️EBITDA down 43.6% at ₹36 cr vs ₹63.7 cr (YoY)
▶️Margin at 8% vs 13.3% (YoY)"
346,2023-08-09,"Bata India reports #Q1 earnings. 

▶️Net profit down 10.3% at ₹106.8 cr vs ₹119 cr (YoY)
▶️Revenue up 1.6% at ₹958.1 cr vs ₹943 cr (YoY)
▶️EBITDA down 2.2% at ₹239.3 cr vs ₹244.7 cr (YoY)
▶️Margin at 25% vs 26% (YoY)"
347,2023-08-09,"#IRCTC reports #Q1 earnings. 

▶️Net profit down 7% at ₹231 cr vs ₹248.5 cr (YoY)
▶️Revenue up 17.5% at ₹1,001.8 cr vs ₹852.6 cr (YoY)
▶️EBITDA up 6.9% at ₹343 cr vs ₹321 cr (YoY)
▶️Margin at 34.2% vs 37.6% (YoY)"
348,2023-08-09,India’s highest-paid #CEOs — no one broke the Rs 100 crore ceiling in FY23 against last year's three
349,2023-08-09,"Tata Power reports #Q1 earnings. 

▶️Net profit up 22.4% at ₹972.5 cr vs ₹794.6 cr (YoY)
▶️Revenue up 5% at ₹15,213.3 cr vs ₹14,495.5 cr (YoY)
▶️EBITDA up 74.9% at ₹2,943.6 cr vs ₹1,683.4 cr (YoY)
▶️Margin at 19.4% vs 11.6% (YoY)"
350,2023-08-09,"Sula Vineyards reports #Q1 earnings. 

▶️Net profit up 24.5% at ₹13.7 cr vs ₹11 cr (YoY)
▶️Revenue up 17.8% at ₹108.5 cr vs ₹92.1 cr (YoY)
▶️EBITDA up 20.4% at ₹30.4 cr vs ₹25.2 cr (YoY)
▶️Margin at 28% vs 27.4% (YoY)"
351,2023-08-09,"NewsFlash | The Digital Personal Data Protection Bill, 2023 passed in Rajya Sabha

#RajyaSabha #DataProtectionBill #DataProtection"
352,2023-08-09,.@AxisBank to acquire remaining 7% stake in Max Life Insurance
353,2023-08-09,"IPO Listing timeline 📆 to get Reduced from T+6 days to T+3 days.

This Process will be Voluntary basis from Sep 1 and Compulsory from Dec 1.

We Will Post more details with time."
354,2023-08-10,"#US President Joe Biden signs order to ban certain #tech investments in #China

#US #China"
355,2023-08-10,"Once worth $47 billion, #WeWork shares near zero after bankruptcy warning"
356,2023-08-10,"Amazon to acquire 1,000 electric trucks from Eicher Motors"
357,2023-08-10,"Axis Entities To Acquire Addl 6.03% In Max Life 

Axis Entities= Axis Bk, Axis Cap, Axis Sec 

#Axis Entities Already Hold 12.99% In Max Life 

#MaxLife Shareholding Post Deal:
▪️Axis Bank 16.22%
▪️Axis Cap & Axis Sec 2.8%

Big +ve For Max Fin, But -ve For Axis Bk"
358,2023-08-10,"Reliance Capital sells 45.43% stake in Reliance Home Finance for ₹54.5 cr in open market, holding in Reliance Home Fin comes down to 2.47% after the stake sale"
359,2023-08-10,ITD Cementation bags order worth $205 million in Bangladesh
360,2023-08-10,#Disney+ #Hotstar reports highest ever subscriber loss in the June quarter
361,2023-08-10,"RBI MPC Meet 2023 | Repo rate left unchanged at 6.5% in a unanimous decision

#RBIMPC #monetaryPolicy"
362,2023-08-10,"Hindalco, Texmaco enter into a strategic alliance to make aluminium rail wagons and coaches"
363,2023-08-10,"CarTrade Tech reports #Q1 earnings. 

▶️Net profit at ₹13 cr vs ₹2.6cr (YoY)
▶️Revenue up 4.6% at ₹86.1 cr vs ₹82.3 cr (YoY)
▶️EBITDA at ₹5.6 cr vs ₹2 cr (YoY)
▶️EBITDA margin at 6.5% vs 2.4% (YoY)

▶️Other income at ₹20.8 cr vs ₹10 cr (YoY)"
364,2023-08-10,Mirza Intl says Redtape gets BSE & NSE nod to list on exchanges
365,2023-08-11,"#MSCI Global Standard Index Review: PFC, REC, IDFC First among eight inclusions, ACC excluded"
366,2023-08-11,"#MSCI releases list of Stocks as part of August Global Standard Index review effective Sep 1, 2023

INCLUSIONS: PFC, REC, Astral, Cummins, Ashok Leyland, Supreme Industries, IDFC First Bank & HDFC AMC

EXCLUSIONS: ACC"
367,2023-08-11,"#TorrentPower Q1 net profit grows 6% to Rs 532 crore, revenue Rs 7,328 crore"
368,2023-08-11,"Hero MotoCorp #Q1 Results | Net profit surges 32% to Rs 825 crore, misses estimates"
369,2023-08-11,#SAIL Q1 net profit falls 84% to Rs 213 crore but beats estimates
370,2023-08-11,"#NCLT approves Zee Entertainment-Sony India #merger, dismisses all objections"
371,2023-08-11,"Campus Activewear reports #Q1 earnings. 

▶️Net profit up 0.6% at ₹31.5 cr vs ₹31.3 cr (YoY)
▶️Revenue up 4.8% at ₹353.8 cr vs ₹337.7 cr (YoY)
▶️EBITDA up 7.3% at ₹66.2 cr vs ₹61.7 cr (YoY)
▶️Margin at 18.7% vs 18.3% (YoY)"
372,2023-08-11,"NBCC reports #Q1 earnings.

▶️Net profit at ₹75 cr vs loss of ₹6.3 cr (YoY)
▶️Revenue up 7.1% at ₹1,913.8 cr vs ₹1,786.7 cr (YoY)
▶️EBITDA up 32.5% at ₹53.1 cr vs ₹40.1 cr (YoY)
▶️EBITDA margin at 2.8% vs 2.2% (YoY)"
373,2023-08-11,"Indiabulls Real Estate reports #Q1 earnings. 

▶️Net loss at ₹679.5 cr vs loss of ₹52 cr (YoY)
▶️Revenue up 29.2% at ₹195.8 cr vs ₹151.5 cr (YoY)
▶️EBITDA loss at ₹57.7 cr vs EBITDA loss of ₹36.3 cr (YoY)"
374,2023-08-11,"Honeywell Automation reports #Q1 earnings. 

▶️Net profit up 1.4% at ₹103.4 cr vs ₹102 cr (YoY)
▶️Revenue up 18.5% at ₹932 cr vs ₹786.2 cr (YoY)
▶️EBITDA down 1.4% at ₹120.3 cr vs ₹122 cr (YoY)
▶️EBITDA margin at 12.9% vs 15.5% (YoY)"
375,2023-08-11,"Sanofi India reports #Q2 earnings. 

▶️Net profit up 2.2% at ₹123 cr vs ₹120.4 cr (YoY)
▶️Revenue up 1% at ₹706.1 cr vs ₹699.3 cr (YoY)
▶️EBITDA up 8% at ₹286.3 cr vs ₹265.1 cr (YoY)
▶️EBITDA margin at 40.6% vs 37.9% (YoY)"
376,2023-08-11,"Mazagon Dock reports #Q1 earnings. 

Net profit up 39.8% at ₹314.3 cr vs ₹224.8 cr (YoY)
Revenue down 2.6% at ₹2,172.8 cr vs ₹2,230 cr (YoY)
EBITDA down 1.2% at ₹171.8 cr vs ₹173.9 cr (YoY)
EBITDA margin at 7.9% vs 7.8% (YoY)"
377,2023-08-11,"Alembic reports #Q1 earnings. 

▶️Net profit at ₹10 cr vs ₹3.9 cr (YoY)
▶️Revenue up 66.5% at ₹36.8 cr vs ₹22.1 cr (YoY)
▶️EBITDA up 99.4% at ₹10.8 cr vs ₹5.4 cr (YoY)
▶️EBITDA margin at 29.4% vs 24.6% (YoY)"
378,2023-08-11,"Torrent Power reports #Q1 earnings

- Net Profit up 6% At ₹532.3 Cr Vs ₹502 Cr (YoY)

- Revenue up 12.6% At ₹7,327.6 Cr Vs ₹6,510.3 Cr (YoY)

- EBITDA up 11.7% At ₹1,184.8 Cr Vs ₹1,060.4 Cr (YoY)

- Margin At 16.2% Vs 16.3% (YoY)"
379,2023-08-11,"Somany Ceramics reports #Q1 earnings. 

▶️Net profit down 28.8% at ₹14.6 cr vs ₹20.5 cr (YoY)
▶️Revenue up 4.8% at ₹586 cr vs ₹559.2 cr (YoY)
▶️EBITDA up 11.2% at ₹50.1 cr vs ₹45 cr (YoY)
▶️EBITDA margin at 8.5% vs 8.1% (YoY)"
380,2023-08-11,#NewsFlash | Adani Enterprises denies reports of exiting Wilmar Venture
381,2023-08-11,"NCC reports #Q1 earnings

- Net profit up 33.9% at ₹173.5 cr vs ₹129.6 cr (YoY)

- Revenue up 31.9% at ₹4,380.4 cr vs ₹3,321.4 cr (YoY)

- EBITDA up 32.9% at ₹409.2 cr vs ₹307.9 cr (YoY)

- Margin Flat At 9.3% (YoY)"
382,2023-08-11,"India Nippon Electricals reports #Q1 earnings

- Net profit at ₹9.7 cr vs ₹3.7 cr (YoY)

- Revenue up 2.6% at ₹159.8 cr vs ₹155.7 cr (YoY)

- EBITDA up 4.2% at ₹9.9 cr vs ₹9.5 cr (YoY)

- Margin at 6.2% vs 6.1% (YoY)"
